IDCustomer,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,PreferredPaymentMethod
C17508,Mr.,Lucas,Lawrence,1970-06-23,M,M,lucas.lawrence@gmail.com,131695,1,Partial High School,Skilled Manual,N,PayPal
C17509,Mrs.,Connie,Chavez,1977-04-19,S,F,connie.chavez@yahoo.com,44963,1,Graduate Degree,Professional,N,PayPal
C17510,Mr.,Edward,Bailey,1974-12-25,M,M,edward.bailey@yahoo.com,98544,4,Bachelors,Skilled Manual,Y,Credit Card
C17511,Ms.,Eliana,Manning,1972-06-03,M,F,eliana.manning@yahoo.com,26204,1,Bachelors,Manual,Y,Google Pay
C17512,Mrs.,Vanessa,Richards,1995-10-17,M,F,vanessa.richards@gmail.com,88955,4,Partial College,Professional,Y,PayPal
C17513,Ms.,Tiffany,Elliott,1992-08-28,S,F,tiffany.elliott@gmail.com,124510,1,Bachelors,Management,N,PayPal
C17514,Mr.,Victor,Burns,1998-06-01,S,M,victor.burns@outlook.com,125775,0,Graduate Degree,Skilled Manual,Y,Credit Card
C17515,Mr.,Charles,Porter,1996-12-03,S,M,charles.porter@gmail.com,50079,2,Graduate Degree,Clerical,Y,Google Pay
C17516,Mr.,Hudson,Wheeler,1973-06-21,M,M,hudson.wheeler@gmail.com,82051,1,Bachelors,Professional,N,Credit Card
C17517,Dr.,Emma,Romero,1970-02-14,S,F,emma.romero@aol.com,108164,2,Partial College,Management,N,Credit Card
C17518,Mr.,  Steven,Reynolds,1962-02-09,M,M,steven.reynolds@gmail.com,46246,1,Bachelors,Clerical,Y,Apple Pay
C17519,Mr.,Axel,Hudson,1994-12-09,M,M,axel.hudson@outlook.com,146380,1,High School,Professional,N,Credit Card
C17520,Ms.,Jessica,Campbell,1999-04-06,M,F,jessica.campbell1@gmail.com,80589,3,Bachelors,Skilled Manual,Y,PayPal
C17521,Ms.,Madison,Butler,1979-07-09,M,F,madison.butler@gmail.com,61179,3,Graduate Degree,Management,N,PayPal
C17522,Dr.,Kaiden,Morrison,1966-03-22,M,M,kaiden.morrison@gmail.com,28210,1,Partial College,Clerical,Y,PayPal
C17523,Mrs.,Aurora,Lopez,1989-12-20,S,F,aurora.lopez@outlook.com,111134,1,Graduate Degree,Professional,N,Credit Card
C17524,Mr.,Sawyer,Perry,1959-08-25,M,M,sawyer.perry@gmail.com,33929,1,Partial College,Skilled Manual,Y,Credit Card
C17525,Mrs.,Anna,Moreno,1962-02-01,M,F ,anna.moreno@gmail.com,57823,2,High School,Professional,N,Credit Card
C17526,Mrs.,Kelsey,Black,1967-01-20,S,F,kelsey.black@gmail.com,107972,0,Bachelors,Management,Y,Google Pay
C17527,Mr.,Philip,Gordon,1968-03-01,M,M,philip.gordon@gmail.com,146852,3,Partial College,Skilled Manual,N,Credit Card
C17528,Ms.,Valerie,Ferguson,1981-04-10,S,F,valerie.ferguson1@gmail.com,47449,2,Bachelors,Manual,N,PayPal
C17529,Dr.,Kevin,Woods,1972-12-04,M,M,kevin.woods1@gmail.com,55505,1,Partial College,Manual,Y,Credit Card
C17530,Mrs.,Adalynn,Valdez,1994-06-09,S,F,adalynn.valdez1@gmail.com,72178,0,High School,Clerical,N,PayPal
C17531,Ms.,Bernice,Weaver,1964-11-01,S,F,bernice.weaver@outlook.com,86773,0,Partial College,Skilled Manual,N,PayPal
C17532,Dr.,Joseph,Singh,1996-12-12,M,M,joseph.singh@outlook.com,37457,0,High School,Professional,N,Credit Card
C17533,Dr.,Stella,Ryan,1985-07-12,S,F,stella.ryan@gmail.com,42867,1,Bachelors,Manual,Y,PayPal
C17534,Ms.,Hazel,Rogers,1990-10-22,S,F,hazel.rogers@yahoo.com,103883,2,Bachelors,Management,N,PayPal
C17535,Ms.,Brooke,Zimmerman,1969-09-25,S,F,brooke.zimmerman@gmail.com,42771,0,Bachelors,Skilled Manual,N,Apple Pay
C17536,Ms.,Natalie,Lee,1977-10-03,M,F,natalie.lee@live.com,88865,3,Bachelors,Professional,Y,PayPal
C17537,Mrs.,Faith,Cruz,1960-02-22,M,F,faith.cruz@icloud.com,65103,4,Bachelors,Management,Y,Apple Pay
C17538,Mr.,Jasper,Dominguez,1959-08-01,M,M,jasper.dominguez@gmail.com,88514,1,Graduate Degree,Management,N,Apple Pay
C17539,Mrs.,Harper,Riley,1996-03-09,S,F,harper.riley@hotmail.com,91646,2,Bachelors,Professional,Y,Apple Pay
C17540,Mrs.,Ellen,Turner,1987-05-03,M,F,ellen.turner@yahoo.com,50308,1,Bachelors,Management,Y,Apple Pay
C17541,Mr.,Randy,Aguilar,2000-11-15,S,M,randy.aguilar@outlook.com,93712,0,Graduate Degree,Professional,N,Google Pay
C17542,Ms.,Hannah,Warren,1978-01-17,M,F,hannah.warren@gmail.com,51079,3,Graduate Degree,Management,N,Google Pay
C17543,Dr.,Mark,Espinoza,1981-10-27,S,M,mark.espinoza@gmail.com,81685,0,Graduate Degree,Management,Y,Credit Card
C17544,Mr.,Willie,Fisher,1963-08-15,M,M,willie.fisher@outlook.com,192805,3,Partial College,Management,Y,PayPal
C17545,Dr.,Chloe,Green,1978-10-25,M,F,chloe.green@gmail.com,27728,3,Partial High School,Professional,N,Apple Pay
C17546,Mr.,Walter,O'Brien,1978-05-02,M,M,walter.obrien@gmail.com,78821,0,Partial High School,Management,N,Credit Card
C17547,Mr.,Roger,Harris,1966-03-26,M,M,roger.harris@gmail.com,96480,2,High School,Professional,Y,PayPal
C17548,Mrs.,Dana,Carpenter,1973-04-16,M,F,dana.carpenter@gmail.com,61000,0,Bachelors,Manual,Y,PayPal
C17549,Mrs.,Gloria,Evans,1974-08-21,M,F,gloria.evans@aol.com,78912,2,Bachelors,Skilled Manual,Y,Apple Pay
C17550,Mr.,Roy,Gardner,2000-01-21,S,M,roy.gardner@gmail.com,257438,0,Bachelors,Clerical,Y,Credit Card
C17551,Mr.,Henry,Tucker,1966-10-01,S,,henry.tucker@gmail.com,75931,0,Bachelors,Skilled Manual,N,PayPal
C17552,Mrs.,Susan,Jackson,1969-01-19,S,F,susan.jackson@gmail.com,51805,2,Partial College,Management,N,Credit Card
C17553,Mrs.,Michelle,Washington,1965-01-13,S,F,michelle.washington@outlook.com,60878,0,Partial College,Management,N,Credit Card
C17554,Mrs.,Addison,Bell,1991-12-13,M,F,addison.bell@yahoo.com,56374,0,High School,Clerical,N,Google Pay
C17555,Mr.,Larry,Pierce,1967-08-01,S,M,larry.pierce@gmail.com,31957,0,Graduate Degree,Skilled Manual,Y,Credit Card
C17556,MRS,Samantha,Mason,1989-08-18,M,F,samantha.mason@gmail.com,32835,1,Bachelors,Professional,Y,Credit Card
C17557,Mr.,Levi,Munoz,1969-02-06,M,M,levi.munoz@outlook.com,53253,4,High School,Management,N,Credit Card
C17558,Mrs.,Alexis,Arnold,1979-06-28,M,F,alexis.arnold@icloud.com,47042,2,Graduate Degree,Clerical,N,Google Pay
C17559,Ms.,Abigail,  Grant,1985-11-14,M,F,abigail.grant@aol.com,45313,2,Partial College,Management,Y,PayPal
C17560,Mr.,Eugene,Hernandes,1984-05-12,S,M,eugene.hernandes@outlook.com,59637,2,Partial High School,Skilled Manual,Y,Credit Card
C17561,Ms.,cHRISTINE,Jacobs,1983-06-05,S,F,christine.jacobs@yahoo.com,50898,0,Partial High School,Clerical,N,Google Pay
C17562,Ms.,Debra,Williams,1956-05-14,S,F,debra.williams@gmail.com,60388,0,Partial College,Skilled Manual,Y,PayPal
C17563,Mrs.,Olivia,Ford,1959-11-02,M,F,olivia.ford@outlook.com,81850,4,Bachelors,Professional,Y,Credit Card
C17564,Mr.,Jude,Tran,1963-02-06,M,M,jude.tran@gmail.com,71389,1,Bachelors,Management,Y,Credit Card
C17565,Mr.,Aiden,White,1981-07-14,S,M,aiden.white@gmail.com,32122,0,Partial College,Clerical,N,Credit Card
C17566,Mr.,Theodore,Delgado,1991-10-12,M,M,theodore.delgado@gmail.com,64381,4,Graduate Degree,Clerical,Y,Apple Pay
C17567,Ms.,Melissa,Garza,1992-10-25,M,F,melissa.garza@icloud.com,68530,4,Bachelors,Management,Y,PayPal
C17568,Dr.,Gary,Stephens,1991-08-24,M,M,gary.stephens@live.com,45982,3,Partial College,Clerical,N,Apple Pay
C17569,Dr.,Catherine,Wagner,1981-11-20,S,F,catherine.wagner@outlook.com,58201,1,Partial High School,Clerical,Y,PayPal
C17570,Ms.,Theresa  ,Gomez,1987-03-09,S,F,theresa.gomez@gmail.com,82682,2,Partial College,Skilled Manual,Y,Credit Card
C17571,Mr.,Terry,Thompson,1970-09-15,M,M,terry.thompson@gmail.com,129867,4,Partial College,Management,N,Google Pay
C17572,Mr.,Stephen,Oliver,1984-09-06,M,M,stephen.oliver1@gmail.com,68707,2,Partial High School,Management,Y,PayPal
C17573,Mr.,Wyatt,Brown,1984-02-10,S,M,wyatt.brown@gmail.com,217333,0,Partial College,Professional,N,Google Pay
C17574,Mr.,Jeremy,French,1961-05-21,S,M,jeremy.french@gmail.com,106565,2,Partial College,Professional,N,Credit Card
C17575,Mr.,Gavin,Johnson,1984-10-23,S,M,gavin.johnson@icloud.com,29794,1,Partial High School,Skilled Manual,Y,PayPal
C17576,Mr.,Alan,Stone,1993-11-16,S,M,alan.stone@protonmail.com,58217,0,Partial College,Professional,Y,Credit Card
C17577,Mr.,Scott,Rice,1956-09-21,M,M,scott.rice@outlook.com,70657,1,Bachelors,Professional,Y,Google Pay
C17578,Mrs.,Anita,Hawkins,1958-09-15,S,F,anita.hawkins@icloud.com,255184,2,Graduate Degree,Skilled Manual,N,PayPal
C17579,Mr.,Raymond,Ray,1992-01-03,S,M,raymond.ray@gmail.com,34340,1,High School,Professional,Y,Credit Card
C17580,Mr.,Gregory,Alvarado,1969-05-03,S,M,gregory.alvarado@icloud.com,59318,0,Bachelors,Professional,N,PayPal
C17581,Mr.,Emmett,Hayes,1964-11-19,S,M,emmett.hayes@gmail.com,51281,0,Bachelors,Clerical,Y,Apple Pay
C17582,Ms.,Ruth,Walker,1986-08-23,M,F,ruth.walker@gmail.com,41419,3,Partial College,Professional,Y,Credit Card
C17583,Mr.,Connor,West,1980-02-10,M,M,connor.west@aol.com,72132,0,Bachelors,Clerical,Y,Credit Card
C17584,Mr.,Max,Howell,2000-06-06,S,M,max.howell@aol.com,55088,1,Partial College,Management,Y,Credit Card
C17585,Mr.,Brayden,Carlson,1956-06-03,M,M,brayden.carlson@protonmail.com,62315,3,Graduate Degree,Clerical,Y,Credit Card
C17586,Mr.,Brian,Gray,1959-11-20,S,M,brian.gray@outlook.com,47010,0,Bachelors,Skilled Manual,N,Apple Pay
C17587,Mrs.,Shannon,Harvey,1963-05-16,S,F,shannon.harvey@gmail.com,81839,0,Partial College,Management,N,Credit Card
C17588,Mr.,Jerry,Ortega,1983-02-01,M,M,jerry.ortega@outlook.com,145053,2,Graduate Degree,Professional,N,PayPal
C17589,Mrs.,Tammy,Dixon,1959-05-23,S,F,tammy.dixon@outlook.com,32862,1,Partial College,Clerical,Y,PayPal
C17590,Mrs.,Angela,Jacobs,1974-01-03,M,F,angela.jacobs@outlook.com,93994,4,High School,Clerical,Y,PayPal
C17591,Ms.,Caroline,Gibson,1996-06-08,S,F,caroline.gibson@gmail.com,76330,0,Bachelors,Professional,Y,Google Pay
C17592,Dr.,Emma,Simmons,1994-12-21,M,F,emma.simmons@gmail.com,82981,0,Graduate Degree,Skilled Manual,Y,Credit Card
C17593,Ms.,Florence,Robinson,1990-08-08,M,F,florence.robinson@icloud.com,26335,3,Bachelors,Professional,N,Credit Card
C17594,Mr.,Wesley,HANSEN,1983-09-18,M,M,wesley.hansen@yahoo.com,72500,4,High School,Clerical,Y,Credit Card
C17595,Ms.,Judy,Taylor,1959-08-02,S,F,judy.taylor@gmail.com,67295,0,Partial College,Professional,Y,Apple Pay
C17596,Dr.,Sean,Olson,1981-05-15,S,M,sean.olson@hotmail.com,42537,2,Graduate Degree,Skilled Manual,N,Apple Pay
C17597,Mr.,Jordan,Kim,1961-09-06,M,M,jordan.kim@gmail.com,81720,2,Bachelors,Professional,Y,Credit Card
C17598,Mr.,Hugo,Wright,1978-12-14,S,M,hugo.wright@gmail.com,66368,2,Partial College,Professional,Y,Credit Card
C17599,Mrs.,Alice,Gilbert,1983-05-27,M,F,alice.gilbert@gmail.com,48720,4,Partial College,Clerical,Y,Google Pay
C17600,Ms., Katelyn ,Willis,1993-08-17,M,F,katelyn.willis@hotmail.com,55075,3,High School,Professional,Y,PayPal
C17601,Ms.,Skylar,mILLS,1958-06-02,S,F,skylar.mills@gmail.com,25347,2,Bachelors,Clerical,N,Credit Card
C17602,Mrs.,Bonnie,Cole,1986-01-24,M,F,bonnie.cole@hotmail.com,36614,3,High School,Professional,Y,Credit Card
C17603,Ms.,Peggy,Reed,1976-06-24,M,F,peggy.reed@yahoo.com,55714,0,Bachelors,Professional,Y,Credit Card
C17604,Mrs.,Gladys,Stewart,1983-10-01,M,F,gladys.stewart@gmail.com,201959,2,Bachelors,Professional,Y,PayPal
C17605,Mrs.,Heather,Thomas,1988-08-24,S,F,heather.thomas@gmail.com,41887,0,Partial College,Clerical,N,PayPal
C17606,Ms.,Autumn,Medina,1976-10-03,M,F,autumn.medina@gmail.com,83910,3,Bachelors,Clerical,Y,Credit Card
C17607,Dr.,Doris,Sutton,2000-08-26,S,F,doris.sutton@outlook.com,29168,2,Partial College,Clerical,Y,Google Pay
C17608,Ms.,Kayla,Ramos,1966-08-02,M,F,kayla.ramos@gmail.com,261968,1,High School,Manual,Y,Credit Card
C17609,Ms.,Courtney,Anderson,1969-09-08,M,F,courtney.anderson@aol.com,31480,0,Partial College,Management,Y,PayPal
C17610,Dr.,Landon,Gutierrez,1990-10-03,S,M,landon.gutierrez@gmail.com,39413,0,Graduate Degree,Professional,N,Credit Card
C17611,Mr.,Sebastian,Cox,1974-04-03,S,M,sebastian.cox@gmail.com,73970,2,Bachelors,Clerical,Y,Apple Pay
C17612,Ms.,Delilah,Rivera,1982-03-13,M,F,delilah.rivera@hotmail.com,56763,2,Bachelors,Professional,Y,Credit Card
C17613,Ms.,Arianna,Reid,1986-01-22,M,F,arianna.reid@outlook.com,59906,3,Partial College,Skilled Manual,N,Credit Card
C17614,Dr.,Griffin,Ross,1985-02-04,M,M,griffin.ross@gmail.com,80555,3,Bachelors,Clerical,N,PayPal
C17615,Mr.,Mason,Bishop,1986-06-17,M,M,mason.bishop@gmail.com,282485,4,Graduate Degree,Management,Y,Google Pay
C17616,Mr.,Kenneth,Guzman,1992-01-25,S,M,kenneth.guzman1@gmail.com,78278,2,Graduate Degree,Professional,N,Credit Card
C17617,Mrs.,Sheryl,Harrison,1997-07-26,Singel,F,sheryl.harrison@yahoo.com,42198,1,Bachelors,Professional,Y,Credit Card
C17618,Mr.,Dean,Owens,1989-06-28,S,M,dean.owens@protonmail.com,39250,2,Graduate Degree,Management,Y,Apple Pay
C17619,Mr.,Nolan,Vega,1979-04-06,S,M,nolan.vega@gmail.com,99571,2,Partial College,Clerical,Y,Credit Card
C17620,Ms.,Rhonda,Baker,1984-11-13,S,F,rhonda.baker@gmail.com,53538,0,Graduate Degree,Clerical,Y,Google Pay
C17621,Mr.,Maxwell,Sanchez,1968-11-02,M,M,maxwell.sanchez@live.com,72675,2,Bachelors,Professional,Y,Credit Card
C17622,Mr.,Levi,Clark,1996-05-18,S,M,levi.clark@gmail.com,36962,2,Graduate Degree,Skilled Manual,N,PayPal
C17623,Dr.,Hudson,Vargas,1991-11-20,S,M,hudson.vargas@gmail.com,44740,2,Graduate Degree,Skilled Manual,Y,Credit Card
C17624,Mr.,Andrew,Nguyen,1960-05-18,S,M,andrew.nguyen@gmail.com,84297,1,Partial College,Professional,N,PayPal
C17625,Mr.,Jayden,Myers,1961-07-09,M,M,jayden.myers1@outlook.com,71497,0,Bachelors,Management,N,PayPal
C17626,Ms.,Brandy,Torres,1967-08-26,M,F,brandy.torres@yahoo.com,55066,0,Bachelors,Professional,Y,Apple Pay
C17627,Ms.,Brittney,Vasquez,1960-11-16,M,F,brittney.vasquez@gmail.com,64924,2,Bachelors,Management,N,Credit Card
C17628,Ms.,Laurie,Mendez,1956-03-22,S,F,laurie.mendez@yahoo.com,248088,2,Bachelors,Clerical,Y,Credit Card
C17629,Mr.,Josiah,Boyd,1999-01-05,M,M,josiah.boyd@protonmail.com,85829,1,Bachelors,Management,Y,Credit Card
C17630,Mr.,Oliver,Mitchell,1972-05-20,M,M,oliver.mitchell@gmail.com,79349,3,Bachelors,Management,Y,Credit Card
C17631,Mr.,Justin,Fox,1999-06-17,S,M,justin.fox@gmail.com,30913,2,Bachelors,Skilled Manual,N,Google Pay
C17632,Mrs.,Lydia,Williamson,1998-10-11,S,F,lydia.williamson@live.com,99243,0,High School,Professional,N,Credit Card
C17633,Ms.,Kennedy,Parsons,1961-10-09,S,F,kennedy.parsons@icloud.com,30374,0,Bachelors,Clerical,N,Credit Card
C17634,Ms.,Gertrude,Simpson,1976-04-27,S,F,gertrude.simpson@gmail.com,130245,1,Partial College,Clerical,Y,Credit Card
C17635,Mrs.,Danielle,Griffin,1959-12-10,S,F,danielle.griffin@hotmail.com,31281,0,Bachelors,Professional,Y,Credit Card
C17636,Mr.,Peter,Cunningham,1993-12-25,M,M,peter.cunningham@yahoo.com,90485,3,Partial College,Professional,N,Credit Card
C17637,Mr.,Asher,  Smith,2000-12-20,S,M,asher.smith@gmail.com,138184,1,Partial College,Professional,Y,Google Pay
C17638,Mrs.,Alexandra,Wood,1979-06-25,M,F,alexandra.wood@gmail.com,45471,1,High School,Professional,N,Apple Pay
C17639,Mrs.,Denise,Richardson  ,1956-07-26,M,F,denise.richardson@outlook.com,135229,3,High School,Skilled Manual,Y,Credit Card
C17640,Ms.,Maria,Jones,1955-11-02,M,F,maria.jones@gmail.com,125226,3,Graduate Degree,Management,Y,PayPal
C17641,Ms.,Kelly,Robertson,1966-07-02,S,F,kelly.robertson@gmail.com,127307,1,Bachelors,Clerical,N,Credit Card
C17642,Mr.,Axel,Matthews,1983-03-07,S,M,axel.matthews@hotmail.com,27830,1,Bachelors,Manual,N,Credit Card
C17643,Mr.,Jason, Harper ,2000-07-21,S,M,jason.harper@gmail.com,82265,1,Bachelors,Management,Y,Google Pay
C17644,Mrs.,Lois,Morgan,2000-05-05,S,F,lois.morgan@icloud.com,89449,0,Partial High School,Clerical,Y,Credit Card
C17645,Ms.,Joyce,Rios,1980-07-25,S,F,joyce.rios@outlook.com,30865,1,Bachelors,Professional,Y,Apple Pay
C17646,Dr.,Jennifer,George,1974-02-25,S,F,jennifer.george@aol.com,68241,2,High School,Management,Y,PayPal
C17647,Ms.,Ruby,Salazar,1980-04-23,M,F,ruby.salazar@aol.com,117116,1,Partial High School,Clerical,Y,Credit Card
C17648,Dr.,Esther,Wong,1978-02-14,M,F,esther.wong@gmail.com,28668,2,Graduate Degree,Manual,Y,Credit Card
C17649,Mr.,Randy,Perez,1961-01-23,M,Male,randy.perez@outlook.com,62569,3,Partial College,Professional,Y,PayPal
C17650,Mr.,Jackson,Graham,1972-04-12,M,M,jackson.graham@hotmail.com,66799,3,Partial College,Management,N,Credit Card
C17651,Mr.,Paul,Diaz,1961-11-13,M,M,paul.diaz@yahoo.com,67376,0,Bachelors,Management,Y,Credit Card
C17652,Dr.,Willow,Andrews,1977-05-21,S,F,willow.andrews@gmail.com,86109,0,Bachelors,Professional,Y,Apple Pay
C17653,Dr.,Alexa,Franklin,1970-12-25,M,F,alexa.franklin@gmail.com,99632,3,High School,Clerical,Y,PayPal
C17654,Mr.,damian,King,1965-01-28,M,M,damian.king@yahoo.com,88016,0,Bachelors,Skilled Manual,Y,PayPal
C17655,Mr.,Gary,Guerrero,1989-03-01,M,M,gary.guerrero@icloud.com,226994,2,High School,Clerical,Y,Credit Card
C17656,Dr.,Hailey,Perkins,1965-10-28,S,F,hailey.perkins@yahoo.com,29499,0,High School,Clerical,Y,Credit Card
C17657,Mr.,Wyatt,Carr,1988-05-11,M,M,wyatt.carr@live.com,68794,0,High School,Professional,N,Credit Card
C17658,Ms.,BeTtY,Rose,1966-09-19,M,F,betty.rose@gmail.com,274575,3,Bachelors,Clerical,Y,Credit Card
C17659,Dr.,Marilyn,Shaw,1955-04-28,S,F,marilyn.shaw@yahoo.com,134609,2,Partial College,Professional,N,Google Pay
C17660,Ms.,Elaine,Hunter,1990-11-14,M,F,elaine.hunter@gmail.com,57177,2,High School,Manual,Y,PayPal
C17661,Mrs.,Janice,Long,1994-09-25,S,F,janice.long@gmail.com,96608,0,Partial College,Clerical,Y,Credit Card
C17662,Mr.,ZACHARY,Watson,1958-02-23,M,M,zachary.watson@gmail.com,78594,1,Bachelors,Manual,Y,Credit Card
C17663,Mr.,Lucas,Alexander,1987-03-25,S,M,lucas.alexander@gmail.com,170838,1,Graduate Degree,Manual,Y,Apple Pay
C17664,Mr.,Everett,Li,1995-04-04,S,M,everett.li@outlook.com,36720,2,Partial College,Manual,N,Credit Card
C17665,Mrs.,Lucy,Castro,1985-08-18,S,F,lucy.castro@hotmail.com,87159,0,Bachelors,Clerical,Y,PayPal
C17666,Mr.,Ethan,Ruiz,1978-11-21,S,M,ethan.ruiz@gmail.com,35060,2,Partial College,Management,N,Credit Card
C17667,Mrs.,Meredith,Snyder,1988-10-06,S,F,meredith.snyder@gmail.com,92450,0,Partial College,Clerical,Y,Credit Card
C17668,Mr.,Donald  ,Pena,1956-02-25,M,M,donald.pena@outlook.com,43898,1,Bachelors,Clerical,Y,Credit Card
C17669,Mrs.,Irene,Estrada,1955-01-26,M,F,irene.estrada@gmail.com,59682,1,Graduate Degree,Skilled Manual,N,PayPal
C17670,Dr.,Weston,  Lawson,1977-02-14,M,M,weston.lawson@gmail.com,67305,1,Bachelors,Professional,N,Credit Card
C17671,Mr.,William,Holmes,1978-01-05,M,M,william.holmes@icloud.com,76033,1,Graduate Degree,Management,N,Credit Card
C17672,Mrs.,Alice,Wilson,1983-04-06,M,F,alice.wilson@gmail.com,289027,1,Bachelors,Clerical,N,Apple Pay
C17673,Ms.,Patricia,Foster,1988-04-25,M,F,patricia.foster@gmail.com,137376,4,High School,Skilled Manual,N,PayPal
C17674,Dr.,Bennett,Murray,1985-06-03,S,M,bennett.murray@live.com,58694,1,High School,Management,N,Credit Card
C17675,Mr.,Gregory,Martinez,1966-04-01,S,M,gregory.martinez@gmail.com,59784,1,Bachelors,Management,N,Apple Pay
C17676,Mrs.,Luna,Knight,1983-10-26,S,F,luna.knight1@gmail.com,57060,2,Bachelors,Professional,N,PayPal
C17677,Mrs.,Piper,Johnston,1984-06-19,M,F,piper.johnston@gmail.com,49212,0,Graduate Degree,Clerical,N,PayPal
C17678,Dr.,Lillian,McCoy,1964-01-17,M,F,lillian.mccoy@gmail.com,38740,2,Bachelors,Professional,N,Credit Card
C17679,Ms.,Brenda,Powell,1965-04-23,S,F,brenda.powell@gmail.com,60541,0,Bachelors,Manual,N,Apple Pay
C17680,Ms.,Becky,James,1995-06-21,M,F,becky.james@icloud.com,113180,4,High School,Professional,N,Google Pay
C17681,Mr.,Rowan,Payne,1971-03-21,S,M,rowan.payne@gmail.com,46308,1,Bachelors,Professional,Y,Credit Card
C17682,Ms.,grace,Meyer,1989-07-03,M,F,grace.meyer@gmail.com,37192,3,Bachelors,Professional,Y,Credit Card
C17683,Mr.,Kevin,Austin,1993-03-08,S,M,kevin.austin@gmail.com,55619,2,Partial College,Professional,N,Credit Card
C17684,Ms.,Jacqueline,Marshall,1982-07-09,S,F,jacqueline.marshall@hotmail.com,273533,1,High School,Professional,N,Credit Card
C17685,Mr.,Connor,Kelley,1957-01-28,S,M,connor.kelley@icloud.com,45519,1,High School,Professional,Y,Credit Card
C17686,Mrs.,Brooklyn,Young,1955-11-23,M,F,brooklyn.young@hotmail.com,143083,2,Partial High School,Professional,N,Credit Card
C17687,Mr.,Miles,Hale,1975-01-27,M,M,miles.hale@gmail.com,132814,1,Partial High School,Professional,N,Credit Card
C17688,Dr.,Eric,Collins,1977-07-14,S,M,eric.collins@icloud.com,69095,1,Partial College,Professional,Y,Credit Card
C17689,Ms.,Cynthia,Dunn,1996-03-23,S,F,cynthia.dunn@hotmail.com,67484,0,Bachelors,Skilled Manual,Y,Credit Card
C17690,Mr.,Easton,Watkins,1993-11-26,M,M,easton.watkins1@gmail.com,131504,4,Bachelors,Manual,Y,Credit Card
C17691,Mrs.,Norma,Garcia,1981-12-11,S,F,norma.garcia@gmail.com,81294,1,Partial High School,Clerical,N,Credit Card
C17692,Mrs.,Ruby,Soto,1999-05-02,S,F,ruby.soto@outlook.com,91691,0,Graduate Degree,Clerical,N,PayPal
C17693,Ms.,Lily,Kennedy,1966-01-21,M,F,lily.kennedy@outlook.com,55948,1,Partial College,Management,Y,Credit Card
C17694,Ms.,Sarah,Hicks,1974-11-20,S,,sarah.hicks@gmail.com,35556,0,Partial High School,Clerical,Y,Credit Card
C17695,Mrs.,Ellie,Bennett,1996-11-07,S,F,ellie.bennett1@gmail.com,70747,1,Partial High School,Professional,Y,Credit Card
C17696,Mr.,JEREMY,Herrera,1984-01-22,S,M,jeremy.herrera@gmail.com,41688,0,Bachelors,Professional,Y,PayPal
C17697,Ms.,Carrie,Morris,1993-02-21,S,F,carrie.morris@outlook.com,62193,1,Graduate Degree,Clerical,N,Credit Card
C17698,Dr.,Sean, Dean ,1973-01-10,S,M,sean.dean@gmail.com,102462,1,Partial High School,Skilled Manual,N,Credit Card
C17699,Mr.,Albert,Nichols,1966-12-19,M,M,albert.nichols@live.com,76710,2,Bachelors,Professional,Y,PayPal
C17700,Mr.,Sebastian,Freeman,1995-05-16,S,M,sebastian.freeman@outlook.com,83077,0,Graduate Degree,Skilled Manual,Y,Credit Card
C17701,Ms.,Diana,Bryant,1972-03-03,M,F,diana.bryant@gmail.com,105125,1,Graduate Degree,Skilled Manual,Y,Credit Card
C17702,Mrs.,Kathleen,Cooper,1981-02-02,M,F,kathleen.cooper@gmail.com,86288,4,Partial College,Professional,Y,Credit Card
C17703,Mrs.,Teresa,Martin,1968-09-24,S,F,teresa.martin@gmail.com,95494,0,Bachelors,Management,N,Credit Card
C17704,Mrs.,Wanda,Hall,1991-03-13,M,F,wanda.hall@gmail.com,64809,4,Bachelors,Professional,Y,Credit Card
C17705,Mr.,Logan,Chapman,1962-06-13,S,M,logan.chapman@gmail.com,26398,2,Bachelors,Skilled Manual,Y,PayPal
C17706,Mr.,Jude,Sanders,1986-12-12,M,M,jude.sanders@gmail.com,121485,2,Partial College,Manual,N,PayPal
C17707,Dr.,Valentina,Cook,1977-09-25,S,F,valentina.cook@gmail.com,53847,1,Partial High School,Professional,N,PayPal
C17708,Ms.,Nancy,Bradley,1995-01-26,S,F,nancy.bradley@aol.com,282404,0,Graduate Degree,Professional,Y,Credit Card
C17709,Mr.,Frank,Phillips,1995-10-17,M,M,frank.phillips@gmail.com,71495,1,Partial College,Manual,Y,Google Pay
C17710,Mrs.,Elena,Carroll,1972-12-17,M,F,elena.carroll@gmail.com,106237,2,Partial College,Management,Y,Credit Card
